44.0377    .0899   4.1486 132.9991 328.8586 178.0940   9.42  47.9953 0 .115
43.4674    .0569   5.8108 126.9315  45.4700 101.5386   9.66  44.1038 0 .120
44.1034    .0647   2.2866 163.7302  48.4457  61.1560   9.92  42.8851 1 .111
41.5329    .0415  20.9949 280.8205 132.6512 230.9462   8.96  42.6551 2 .077
44.3108    .0671   2.9401 147.7179  25.7861  99.2181   9.86  44.9886 1 .051
42.9679    .0195   3.1541 145.2426 287.3846 208.6525   9.72  43.7053 0 .038
44.7022    .0430   2.3675 165.3967 316.8674 155.9127   9.36  46.4727 0 .090
45.2207    .1367   3.2199 145.0732 269.1779 238.3639   8.10  48.9950 0 .104
43.1790    .0238   3.3508 251.7056 343.7232  43.0297   9.97  42.4423 0 .090
42.8401    .0151   4.1904 133.8919 131.7309  14.1672   9.04  42.2142 0 .036
43.8730    .0718   2.7092 150.1201 169.6690 325.4467   8.32  41.3506 1 .127
43.9792    .0566   5.3471 127.5947 359.5919 150.0024   9.62  46.1721 1 .083
42.7133    .0149   6.6369 123.6467 150.3424   6.0732  10.03  42.0808 0 .088
42.9018    .0574   1.9622 209.6469 178.3441 258.6788   9.62  43.5093 0 .066
44.2185    .0465   3.5682 140.2138 297.3169 204.7337   9.36  46.0988 0 .048
43.8845    .0436   1.9292 198.4963 237.8198 205.9742   8.26  45.6167 1 .068
43.0236    .0964   3.8634 255.1948   3.5649  17.9145   9.22  39.1271 2 .009
45.2955    .1359   2.5365 156.2100  38.0315  70.3724   9.96  44.0370 0 .094
44.9967    .0777   3.0780 243.9264 160.1962 243.8513   9.47  46.7343 0 .105
42.7549    .0547   3.9200 137.1294 270.2007 237.9783   9.37  44.0756 0 .115
43.9227    .0695   5.4676 127.3603 260.5210 260.0316   9.76  44.6416 1 .012
46.0986    .1318   3.7247 137.6260 244.9412 272.7402   8.56  46.5842 0 .088
42.9960    .0477   7.2014 121.1020  93.1569  61.0314   9.90  42.0875 0 .095
44.3830    .0416   2.5140 235.3906 293.8465 106.4981   8.63  44.9831 1 .027
43.3583    .0413   1.9351 203.3097 101.8404 337.1874   9.20  41.7166 0 .129
43.9922    .0437   4.3136 259.7661  78.2832 306.5114   9.86  42.8986 1 .106
45.1355    .0932   2.0398 184.8127  16.1844  68.8171   9.94  43.9876 0 .057
42.6808    .0524   3.9180 135.8990 169.5381 337.4446  10.04  40.6302 0 .126
43.8443    .0263   3.5703 140.7527 345.0315 153.0619   9.42  44.8802 0 .049
43.3618    .0590   2.7299 148.8356  63.7337  61.5272   9.23  42.2729 0 .122
43.1789    .0375   2.0608 218.2451 129.7718 296.3308   8.77  42.5048 0 .121
44.6263    .0258   2.6546 151.6051 141.2359 347.9333   9.26  43.5008 0 .077
44.3029    .0650   1.9678 212.3503 229.8595 200.4547   9.41  47.0186 1 .078
46.0862    .0469   2.0092 207.8734 289.2732 139.7476   9.05  47.7806 0 .055
44.3731    .0542   2.0462 172.1984  68.5223  35.6440   9.57  42.4718 1 .102
45.7121    .1068   4.4514 131.4490 219.5783 300.2779   9.56  43.6539 0 .106
45.9296    .1150   2.2924 164.1716 257.9328 226.8980   9.38  49.8152 0 .049
44.1831    .0442   5.4591 126.2823 206.3586 311.4848   9.56  42.9342 1 .087
45.7580    .0485   5.0798 128.0385 281.1912 235.2934   9.57  47.0852 0 .100
46.7403    .0360   1.8862 209.1435 255.8116 174.7925   9.52  48.4170 0 .112
43.0470    .0516   3.4560 252.3722 185.1565 205.1958   9.44  45.0729 0 .040
43.1242    .0375   2.9957 245.3206  91.5950 307.0238   9.54  42.1851 0 .061
45.7145    .1175   1.9181 190.8568 337.7755  98.6379   8.96  47.1352 0 .071
42.4081    .0280   2.6492 153.2977 182.4878 307.2276   9.98  41.7074 0 .076
43.8564    .0315   4.7398 260.3615 325.4688  51.6010  10.06  43.0302 1 .115
43.8674    .0764   6.9445 124.0919   2.0732 150.0550   8.40  46.8350 0 .120
44.2210    .0681   2.3330 228.0391 336.1874  68.5539   9.53  43.3150 1 .060
43.6528    .0412   3.0368 146.8309 320.2784 172.6065   9.15  45.4383 0 .065
45.6776    .1373   1.9949 202.9584 101.5431 341.7491  10.05  39.8165 0 .087
44.4119    .1682   8.7254 273.2120 159.1837 218.3569   9.22  50.6567 2 .129
45.7941    .1404   4.3402 133.7961 287.0176 230.7766   8.75  50.3192 0 .085
44.0551    .0350   1.9672 202.2557 108.4558 331.4675   9.37  42.7104 1 .064
44.5956    .0750   2.1901 167.0797 164.1880 315.4937   9.13  42.3342 0 .114
43.3539    .0296   5.4015 127.9199 160.1188 352.6253   9.57  42.0812 0 .084
46.5848    .1268   4.4949 131.3700  95.5373  42.0512   9.16  42.6031 0 .076
43.5868    .0384   2.2078 171.7905  32.8723  71.2413   9.53  43.1135 0 .105
46.2225    .1421   4.6320 133.1400 236.7452 286.4604   9.35  45.2389 0 .129
45.2085    .1094   4.1787 133.4846 123.8243  18.3616   9.92  40.5849 0 .044
42.4526    .0196   2.6674 236.3438 127.0715 279.1636  10.08  42.3328 0 .092
43.9163    .0456   2.2036 223.8241  55.7624    .7065   9.88  41.9140 1 .104
43.4303    .0482   3.4628 140.7446  43.1028  90.8633   8.78  43.5705 0 .032
45.2820    .0118   5.9309 126.4493 325.1175 188.6984   9.08  45.8100 0 .055
42.9591    .0112   1.9194 195.4062 178.2751 267.9020   8.42  42.9802 0 .048
44.0468    .0295   2.3097 230.8669 122.5243 290.1769   9.95  43.6282 0 .121
44.2803    .0405   2.3552 228.1754 126.7581 289.8207   9.88  43.7313 1 .075
42.7623    .0269   1.9712 201.5298 235.3706 204.6855   9.56  43.8109 0 .019
42.9815    .0339   2.0469 209.2081  82.0943 349.7618  10.10  41.5482 0 .045
45.0810    .0685   1.9595 184.0644 187.5290 276.5344   9.40  44.9289 0 .090
44.0336    .0699   4.5378 130.1431 127.4028  19.6724   9.25  41.1669 1 .116
44.9820    .0101   2.4874 156.3657 291.4240 192.5683   9.30  45.4253 0 .068
45.2843    .0888   3.8679 136.3701  27.7296 106.4281   8.58  46.7499 0 .128
43.3905    .0400   5.6299 126.3089 154.6652 359.3396   9.80  41.6550 0 .063
43.9665    .0774   1.9275 183.2513 144.0423 319.2148   8.75  41.5033 1 .106
43.3193    .0774   3.9610 135.1968 343.7682 158.1674   9.61  46.4683 0 .104
44.7156    .0140   5.2559 128.4715  65.5974  84.4690   9.81  44.6663 0 .054
43.4479    .0532   6.8990 121.5884 176.8689 343.5473   9.40  41.2390 0 .104
42.8044    .0568   4.7741 131.5196  46.9023  95.3739   9.27  43.1771 0 .094
45.4097    .0751   2.3613 164.8943 113.4457   1.5543   9.14  42.0013 0 .079
43.8037    .0562   4.4976 260.2527  44.4882 338.1850   8.11  41.5351 1 .017
44.1958    .0738   2.5798 231.6908 163.7333 252.7042   9.23  45.3661 1 .130
43.8492    .0474   4.2146 132.4947 322.1368 186.0557   9.65  45.9163 1 .118
42.7545    .0362   6.9684 123.5247 308.1983 210.4917   7.82  44.0990 0 .121
42.8143    .0252   3.0473 146.6187 263.5788 232.3145   9.38  43.4872 0 .020
44.3755    .0164   2.1377 173.4605 308.9243 157.1063   8.77  45.0487 0 .022
46.8007    .0709   2.2240 229.9203 340.9987  61.6305   9.15  45.4261 0 .113
44.1670    .0972   5.0251 130.1090 313.1560 200.4149   8.30  48.2302 0 .065
42.4996    .0157   3.6668 138.7983 349.6591 150.9977   9.67  43.0869 0 .051
44.5167    .1140   2.0910 193.8733 327.1507 107.3116   9.37  46.5415 0 .096
44.3479    .0476   2.4896 233.4848 118.4331 293.3905   9.92  43.5893 1 .076
